transaction_id,user_id,timestamp,amount,merchant_category,txn_city,home_city,device_type,primary_device,hour_of_day,velocity_1h,account_age_days,avg_user_amount,is_fraud,fraud_pattern
2ec19846-d15,U01685,2026-02-13 09:18:00,1706.44,travel,Kolkata,Kolkata,web_desktop,web_desktop,9,0,1401,1105.97,0,none
b7747d24-e77,U01349,2026-02-13 09:23:00,1795.65,grocery,Mumbai,Mumbai,pos_terminal,pos_terminal,9,0,1361,1438.14,0,none
87a70f36-2c5,U00438,2026-02-13 09:39:00,440.91,fashion,Mumbai,Mumbai,web_mobile,web_mobile,9,0,1846,702.56,0,none
3ef63a25-e15,U01092,2026-02-13 09:41:00,1245.06,fashion,Bangalore,Bangalore,pos_terminal,pos_terminal,9,0,955,1200.06,0,none
5f3174ba-41c,U00143,2026-02-13 09:45:00,4713.86,gaming,Hyderabad,Hyderabad,pos_terminal,pos_terminal,9,0,1294,5287.15,0,none
26b63cc8-b27,U01605,2026-02-13 09:55:00,3372.24,gaming,Lucknow,Lucknow,web_mobile,web_mobile,9,0,1578,2083.39,0,none
5797dd3b-2bd,U00656,2026-02-13 09:57:00,2048.33,grocery,Chennai,Chennai,web_desktop,web_desktop,9,0,934,1703.26,0,none
a3605d10-87e,U00377,2026-02-13 09:57:00,2866.54,grocery,Bangalore,Bangalore,mobile_app,mobile_app,9,0,336,2008.92,0,none
64196e99-296,U00654,2026-02-13 09:58:00,709.53,utilities,Kolkata,Kolkata,web_mobile,web_mobile,9,0,834,781.63,0,none
052b25e5-7ef,U01286,2026-02-13 10:07:00,1351.02,electronics,Jaipur,Jaipur,pos_terminal,pos_terminal,10,0,554,1777.22,0,none
36623e51-5be,U01682,2026-02-13 10:20:00,239.26,utilities,Chennai,Chennai,pos_terminal,pos_terminal,10,0,624,222.86,0,none
cd4d0dc6-277,U00231,2026-02-13 10:21:00,4669.2,healthcare,Mumbai,Mumbai,web_desktop,web_desktop,10,1,1528,4567.34,0,none
8cdb39e0-e7a,U01673,2026-02-13 10:39:00,1833.63,fashion,Delhi,Delhi,web_mobile,web_mobile,10,0,299,1677.92,0,none
68343dea-822,U00535,2026-02-13 10:40:00,454.56,travel,Delhi,Delhi,web_mobile,web_mobile,10,0,121,956.93,0,none
cd7a49b5-ec0,U00749,2026-02-13 10:44:00,3031.39,fashion,Hyderabad,Hyderabad,pos_terminal,pos_terminal,10,0,1888,2620.62,0,none
b5753df2-d08,U01412,2026-02-13 10:46:00,699.0,grocery,Lucknow,Jaipur,pos_terminal,pos_terminal,10,0,1206,481.67,0,none
510f5cbe-6ae,U01630,2026-02-13 10:51:00,1793.62,utilities,Chennai,Chennai,mobile_app,mobile_app,10,0,1451,2065.48,0,none
7ce4c05d-588,U01367,2026-02-13 11:11:00,2753.18,grocery,Kolkata,Kolkata,web_desktop,web_desktop,11,0,1113,4649.66,0,none
b0fd085d-42b,U00065,2026-02-13 11:19:00,5427.09,grocery,Lucknow,Lucknow,mobile_app,mobile_app,11,0,525,3220.11,0,none
3b319763-086,U00553,2026-02-13 11:23:00,3579.33,fashion,Mumbai,Mumbai,pos_terminal,pos_terminal,11,0,1161,2893.24,0,none
853cab63-441,U01418,2026-02-13 11:26:00,1108.0,food_delivery,Mumbai,Mumbai,mobile_app,mobile_app,11,0,843,947.83,0,none
74ed5381-7c3,U00251,2026-02-13 11:27:00,21.76,education,Kolkata,Kolkata,mobile_app,mobile_app,11,0,846,743.19,0,none
898c3581-e17,U00581,2026-02-13 11:28:00,2318.14,healthcare,Delhi,Delhi,web_desktop,web_desktop,11,0,1639,2169.09,0,none
4f4a2aec-4f4,U01382,2026-02-13 11:28:00,1443.71,grocery,Mumbai,Mumbai,web_desktop,web_desktop,11,0,1456,1450.61,0,none
c1491a9d-2b0,U01069,2026-02-13 11:34:00,2347.17,entertainment,Jaipur,Jaipur,web_desktop,web_desktop,11,0,166,2420.24,0,none
c6f59008-147,U00715,2026-02-13 11:38:00,389.9,grocery,Lucknow,Lucknow,web_desktop,web_desktop,11,0,1421,464.75,0,none
ddc719cf-6f2,U00957,2026-02-13 11:42:00,483.06,education,Chennai,Chennai,pos_terminal,pos_terminal,11,0,470,451.6,0,none
d37d7a7e-7f0,U00715,2026-02-13 11:45:00,532.15,food_delivery,Lucknow,Lucknow,web_desktop,web_desktop,11,0,1421,464.75,0,none
b076f8a4-d4a,U00431,2026-02-13 11:56:00,1030.04,electronics,Mumbai,Mumbai,mobile_app,mobile_app,11,1,1142,811.89,0,none
dc4e50d6-a88,U01668,2026-02-13 11:59:00,153.38,healthcare,Lucknow,Lucknow,mobile_app,mobile_app,11,0,1996,193.67,0,none
dcf2f49c-2de,U01202,2026-02-13 12:06:00,1309.62,food_delivery,Mumbai,Mumbai,web_mobile,web_mobile,12,1,1162,1068.43,0,none
f99f2bf6-79d,U01448,2026-02-13 12:09:00,170.5,travel,Hyderabad,Hyderabad,web_mobile,web_mobile,12,0,1208,371.61,0,none
efec43d5-96a,U01004,2026-02-13 12:15:00,1094.33,food_delivery,Kolkata,Kolkata,web_mobile,web_mobile,12,0,128,1731.77,0,none
7da5f014-fa6,U00510,2026-02-13 12:18:00,1046.1,travel,Lucknow,Lucknow,mobile_app,mobile_app,12,1,1726,912.11,0,none
1951d34d-fff,U00820,2026-02-13 12:23:00,1546.45,healthcare,Chennai,Chennai,web_desktop,web_desktop,12,1,184,2082.68,0,none
6b8998ad-cd3,U01486,2026-02-13 12:35:00,965.79,food_delivery,Chennai,Chennai,web_desktop,web_desktop,12,0,932,1064.62,0,none
ae2918e7-ab6,U01168,2026-02-13 12:42:00,512.76,healthcare,Hyderabad,Hyderabad,pos_terminal,mobile_app,12,0,1238,593.56,0,none
1522edb0-790,U00079,2026-02-13 12:48:00,1667.67,electronics,Kolkata,Kolkata,web_mobile,web_mobile,12,0,597,1697.36,0,none
08099540-6f3,U00766,2026-02-13 12:55:00,482.66,entertainment,Pune,Pune,web_desktop,pos_terminal,12,0,1788,614.68,0,none
aac30465-921,U01331,2026-02-13 13:01:00,300.91,entertainment,Hyderabad,Hyderabad,mobile_app,mobile_app,13,2,132,274.16,0,none
249a40ad-3d3,U00681,2026-02-13 13:03:00,3153.94,grocery,Pune,Pune,web_desktop,web_desktop,13,0,1371,2653.81,0,none
16ba0200-685,U00806,2026-02-13 13:04:00,1061.28,electronics,Jaipur,Jaipur,web_mobile,web_mobile,13,1,1664,1221.93,0,none
97b8162c-73a,U00573,2026-02-13 13:04:00,1579.23,grocery,Jaipur,Chennai,mobile_app,mobile_app,13,0,293,1778.92,0,none
b7b3bfca-986,U01363,2026-02-13 13:10:00,46616.94,travel,Hyderabad,Hyderabad,mobile_app,mobile_app,13,1,1990,2188.18,1,amount_anomaly
128ee26b-5d7,U01905,2026-02-13 13:19:00,1077.24,healthcare,Lucknow,Lucknow,mobile_app,mobile_app,13,0,1110,1325.08,0,none
446b40e9-cbb,U00619,2026-02-13 13:20:00,625.92,fashion,Ahmedabad,Ahmedabad,web_desktop,web_desktop,13,0,323,709.74,0,none
0586ccf5-2cf,U01524,2026-02-13 13:26:00,2431.99,gaming,Kolkata,Kolkata,pos_terminal,pos_terminal,13,1,1680,2764.08,0,none
80718360-c46,U00001,2026-02-13 13:32:00,1985.37,food_delivery,Lucknow,Lucknow,web_desktop,web_desktop,13,0,1342,1642.79,0,none
399bb9ac-f6e,U00756,2026-02-13 13:35:00,1206.51,grocery,Hyderabad,Hyderabad,mobile_app,mobile_app,13,0,191,917.98,0,none
2e284ba2-22a,U01356,2026-02-13 13:45:00,635.78,fashion,Pune,Pune,mobile_app,mobile_app,13,0,1759,1150.42,0,none
28f6f0a7-15f,U00467,2026-02-13 13:58:00,1188.55,healthcare,Mumbai,Mumbai,web_mobile,web_mobile,13,0,1839,1325.37,0,none
3693154d-c78,U00787,2026-02-13 14:07:00,993.67,utilities,Lucknow,Lucknow,web_mobile,web_mobile,14,1,1531,2164.63,0,none
888256a6-1a5,U00811,2026-02-13 14:16:00,745.52,healthcare,Ahmedabad,Ahmedabad,web_mobile,web_mobile,14,0,606,647.38,0,none
ac6cf765-68c,U00893,2026-02-13 14:19:00,534.51,food_delivery,Hyderabad,Hyderabad,web_mobile,web_mobile,14,0,1947,670.99,0,none
500d484a-a80,U01616,2026-02-13 14:29:00,641.71,food_delivery,Chennai,Chennai,mobile_app,mobile_app,14,1,1080,646.44,0,none
7e9bcff2-7b5,U00775,2026-02-13 14:34:00,2545.03,education,Bangalore,Bangalore,pos_terminal,pos_terminal,14,1,1237,3266.6,0,none
39e76cd5-f85,U01600,2026-02-13 14:35:00,2822.54,travel,Chennai,Chennai,mobile_app,mobile_app,14,0,917,2339.56,0,none
722efa57-433,U01870,2026-02-13 14:39:00,264.76,entertainment,Mumbai,Mumbai,pos_terminal,pos_terminal,14,0,1316,374.74,0,none
3bae4ad8-98c,U01197,2026-02-13 14:49:00,1032.76,education,Delhi,Delhi,mobile_app,mobile_app,14,1,237,965.41,0,none
f7ff6a3a-cdb,U01551,2026-02-13 14:50:00,66.61,healthcare,Delhi,Delhi,web_mobile,web_mobile,14,0,309,76.62,0,none
13400b2f-a91,U00995,2026-02-13 14:56:00,161.09,food_delivery,Hyderabad,Hyderabad,web_mobile,web_mobile,14,0,388,127.94,0,none
4cf8dc06-c67,U00132,2026-02-13 15:13:00,2381.32,grocery,Mumbai,Mumbai,mobile_app,mobile_app,15,2,385,1856.13,0,none
ecdcd1af-53e,U01480,2026-02-13 15:19:00,4835.49,travel,Hyderabad,Kolkata,pos_terminal,pos_terminal,15,0,1832,3179.99,0,none
9285ca72-fba,U01258,2026-02-13 15:38:00,343.55,food_delivery,Mumbai,Mumbai,mobile_app,web_mobile,15,0,1529,486.43,0,none
567bd574-9b6,U01160,2026-02-13 15:40:00,2672.89,travel,Ahmedabad,Ahmedabad,web_desktop,web_desktop,15,1,747,2992.44,0,none
8e5a8af6-b88,U00878,2026-02-13 15:58:00,1706.26,healthcare,Chennai,Chennai,web_desktop,web_desktop,15,0,928,2592.01,0,none
87ec0c27-2e2,U01622,2026-02-13 16:00:00,1675.21,entertainment,Hyderabad,Hyderabad,mobile_app,mobile_app,16,0,67,1514.94,0,none
16933ce0-f3b,U01068,2026-02-13 16:03:00,637.03,entertainment,Chennai,Chennai,pos_terminal,pos_terminal,16,0,1691,596.01,0,none
330d793e-d33,U00203,2026-02-13 16:11:00,463.83,electronics,Ahmedabad,Ahmedabad,mobile_app,mobile_app,16,0,1122,826.47,0,none
ebcd0cfc-d9e,U01190,2026-02-13 16:15:00,601.35,travel,Jaipur,Jaipur,web_desktop,web_desktop,16,1,424,684.11,0,none
b6c5886e-f16,U00685,2026-02-13 16:20:00,2001.88,education,Mumbai,Mumbai,web_mobile,web_mobile,16,0,1265,2278.51,0,none
8d4d35ff-510,U00031,2026-02-13 16:24:00,984.7,travel,Mumbai,Mumbai,web_mobile,web_mobile,16,0,669,1570.17,0,none
45daa559-8df,U00912,2026-02-13 16:33:00,577.52,utilities,Delhi,Delhi,pos_terminal,pos_terminal,16,0,186,609.0,0,none
8dd98d78-827,U00697,2026-02-13 16:37:00,2357.13,travel,Ahmedabad,Ahmedabad,web_desktop,web_desktop,16,1,360,2423.83,0,none
c8d3029a-2b4,U01382,2026-02-13 16:44:00,1301.26,utilities,Mumbai,Mumbai,web_desktop,web_desktop,16,1,1456,1450.61,0,none
a45180b1-4ab,U00110,2026-02-13 17:14:00,3546.42,utilities,Delhi,Delhi,web_desktop,web_desktop,17,1,613,3916.64,0,none
c0c73338-58c,U00323,2026-02-13 17:14:00,1135.79,grocery,Kolkata,Kolkata,mobile_app,mobile_app,17,1,251,974.73,0,none
7703d743-8e5,U00479,2026-02-13 17:21:00,1477.81,gaming,Chennai,Chennai,mobile_app,mobile_app,17,0,1566,1143.0,0,none
8da70c3e-415,U01023,2026-02-13 17:23:00,2119.96,travel,Delhi,Delhi,web_desktop,web_desktop,17,0,1701,1325.52,0,none
ef0f34ee-161,U01662,2026-02-13 17:31:00,185.84,electronics,Chennai,Chennai,mobile_app,mobile_app,17,0,1628,248.02,0,none
5abdd48e-1b1,U01200,2026-02-13 17:38:00,738.95,travel,Ahmedabad,Ahmedabad,web_mobile,web_mobile,17,0,312,895.98,0,none
784d4f4d-bf8,U00654,2026-02-13 17:47:00,1000.59,fashion,Kolkata,Kolkata,web_mobile,web_mobile,17,0,834,781.63,0,none
4d9ae743-ff7,U01239,2026-02-13 17:57:00,472.3,gaming,Lucknow,Lucknow,web_desktop,web_desktop,17,0,858,430.06,0,none
b0648b36-912,U00353,2026-02-13 18:12:00,1932.82,healthcare,Jaipur,Jaipur,web_mobile,web_mobile,18,0,1768,1847.25,0,none
7f47da20-448,U01545,2026-02-13 18:17:00,824.99,travel,Bangalore,Bangalore,pos_terminal,pos_terminal,18,0,380,915.68,0,none
0b0db7a0-e3f,U00523,2026-02-13 18:22:00,883.65,fashion,Hyderabad,Hyderabad,web_mobile,web_mobile,18,3,1629,1031.32,0,none
da9ed6d5-75a,U01013,2026-02-13 18:40:00,1342.26,food_delivery,Mumbai,Mumbai,web_mobile,pos_terminal,18,0,1381,1916.88,0,none
3f8fb69d-0ef,U00484,2026-02-13 18:43:00,823.55,education,Ahmedabad,Ahmedabad,web_desktop,web_desktop,18,0,1793,1514.17,0,none
c978d27f-267,U01545,2026-02-13 18:48:00,675.17,healthcare,Bangalore,Bangalore,pos_terminal,pos_terminal,18,0,380,915.68,0,none
b9c33054-b78,U00272,2026-02-13 18:52:00,1357.6,fashion,Hyderabad,Hyderabad,mobile_app,mobile_app,18,0,1010,1557.82,0,none
4600813b-7ab,U01409,2026-02-13 18:58:00,759.35,utilities,Pune,Pune,pos_terminal,pos_terminal,18,0,666,843.67,0,none
35fe1c69-f3c,U00984,2026-02-13 19:06:00,682.95,entertainment,Chennai,Chennai,mobile_app,mobile_app,19,0,28,781.28,0,none
c123d090-a2b,U00543,2026-02-13 19:07:00,613.48,gaming,Chennai,Chennai,web_desktop,mobile_app,19,1,546,464.0,0,none
6dcd5fd4-8bf,U00913,2026-02-13 19:16:00,1744.06,education,Kolkata,Ahmedabad,web_mobile,web_mobile,19,0,1745,1897.05,0,none
3167ad4e-8c1,U00672,2026-02-13 19:19:00,1550.83,education,Bangalore,Bangalore,mobile_app,mobile_app,19,0,431,1584.93,0,none
1e51e50c-c9b,U01695,2026-02-13 19:20:00,516.08,grocery,Pune,Kolkata,mobile_app,mobile_app,19,0,238,911.84,0,none
47b76239-3e8,U01567,2026-02-13 19:35:00,1283.18,fashion,Mumbai,Mumbai,web_mobile,web_mobile,19,0,1128,868.33,0,none
a96fbb1f-c21,U01419,2026-02-13 19:39:00,2124.0,healthcare,Lucknow,Lucknow,mobile_app,mobile_app,19,0,56,1367.52,0,none
b6733c6b-878,U01048,2026-02-13 19:48:00,1802.09,entertainment,Lucknow,Lucknow,web_desktop,web_desktop,19,0,646,1812.91,0,none
badbe728-b46,U00883,2026-02-13 19:49:00,1993.72,electronics,Pune,Pune,web_desktop,web_desktop,19,0,1864,1456.32,0,none
f41e7100-48b,U01170,2026-02-13 19:58:00,1760.22,education,Mumbai,Mumbai,mobile_app,mobile_app,19,0,378,1200.05,0,none
fa12f253-2de,U01390,2026-02-13 20:08:00,2438.83,education,Kolkata,Kolkata,pos_terminal,pos_terminal,20,1,537,2171.48,0,none
9cbcffb4-60e,U01332,2026-02-13 20:23:00,209.75,entertainment,Hyderabad,Hyderabad,web_desktop,web_desktop,20,0,721,225.79,0,none
9ef5713f-35c,U00395,2026-02-13 20:24:00,1417.94,healthcare,Ahmedabad,Kolkata,pos_terminal,pos_terminal,20,0,1826,1826.41,0,none
6bd8e825-cba,U00110,2026-02-13 20:25:00,4163.86,healthcare,Delhi,Delhi,web_desktop,web_desktop,20,1,613,3916.64,0,none
99ce4627-656,U01512,2026-02-13 20:28:00,886.85,gaming,Mumbai,Mumbai,pos_terminal,pos_terminal,20,0,847,1368.77,0,none
91e2766d-ef4,U01540,2026-02-13 20:33:00,741.61,travel,Mumbai,Mumbai,mobile_app,mobile_app,20,1,166,798.45,0,none
d2344342-f5e,U01849,2026-02-13 20:35:00,1514.3,travel,Chennai,Chennai,pos_terminal,pos_terminal,20,0,861,1101.64,0,none
5845d916-e86,U00242,2026-02-13 20:38:00,221.24,food_delivery,Kolkata,Kolkata,web_mobile,web_mobile,20,0,1600,431.22,0,none
e4409146-d74,U01078,2026-02-13 20:39:00,2955.04,fashion,Kolkata,Delhi,web_desktop,web_desktop,20,1,777,2459.35,0,none
7dca6ef2-078,U01582,2026-02-13 20:58:00,285.0,electronics,Lucknow,Lucknow,web_mobile,web_mobile,20,0,570,401.89,0,none
cf94337b-1f7,U01380,2026-02-13 21:00:00,1288.86,electronics,Kolkata,Kolkata,web_mobile,web_mobile,21,0,1719,914.23,0,none
ad53693a-774,U01696,2026-02-13 21:01:00,1019.46,grocery,Hyderabad,Hyderabad,pos_terminal,pos_terminal,21,0,1942,789.5,0,none
3ecd032e-89d,U00175,2026-02-13 21:27:00,620.23,utilities,Pune,Pune,mobile_app,mobile_app,21,1,464,599.09,0,none
4b06ceb6-963,U01459,2026-02-13 21:28:00,3095.27,fashion,Mumbai,Mumbai,web_desktop,web_desktop,21,2,556,3406.38,0,none
d1d06c40-3b5,U01513,2026-02-13 21:31:00,838.55,gaming,Mumbai,Mumbai,web_desktop,web_desktop,21,0,473,728.49,0,none
8cad3f96-5d4,U00022,2026-02-13 21:33:00,1611.34,fashion,Kolkata,Kolkata,mobile_app,mobile_app,21,0,637,1522.99,0,none
d283fe88-136,U01943,2026-02-13 21:34:00,2035.69,grocery,Jaipur,Jaipur,mobile_app,mobile_app,21,0,1407,1795.59,0,none
a7a6236e-3e5,U00269,2026-02-13 21:41:00,3638.41,food_delivery,Ahmedabad,Ahmedabad,web_mobile,web_mobile,21,0,1687,2739.43,0,none
fbd1d5b1-81c,U01809,2026-02-13 21:44:00,254.3,gaming,Hyderabad,Hyderabad,mobile_app,mobile_app,21,0,1922,397.54,0,none
3ee2ebb5-857,U01606,2026-02-13 21:44:00,2460.16,gaming,Chennai,Chennai,web_desktop,web_desktop,21,0,808,1878.54,0,none
68b9d8ce-f5d,U01398,2026-02-13 21:44:00,2195.1,travel,Ahmedabad,Ahmedabad,mobile_app,mobile_app,21,0,642,1584.16,0,none
235c3c0a-9af,U01048,2026-02-13 21:49:00,2761.79,education,Lucknow,Lucknow,web_desktop,web_desktop,21,0,646,1812.91,0,none
3f17aabb-626,U01468,2026-02-13 22:00:00,506.32,grocery,Pune,Pune,mobile_app,mobile_app,22,2,975,553.82,0,none
0fbc7f41-c37,U01521,2026-02-13 22:05:00,1843.59,utilities,Chennai,Chennai,web_desktop,web_desktop,22,0,1260,2587.66,0,none
32d4ee46-176,U00261,2026-02-13 22:24:00,1415.32,education,Mumbai,Mumbai,mobile_app,mobile_app,22,1,1194,919.67,0,none
0b88af31-31f,U01244,2026-02-13 22:25:00,2085.22,education,Chennai,Chennai,web_desktop,web_desktop,22,0,174,2546.88,0,none
46d1c9ec-835,U01843,2026-02-13 22:40:00,362.73,utilities,Kolkata,Pune,web_desktop,web_desktop,22,0,1443,630.83,0,none
e37f57cd-822,U00086,2026-02-13 22:46:00,318.62,travel,Jaipur,Jaipur,web_desktop,web_desktop,22,1,1150,328.26,0,none
51b2aa2c-ddb,U00865,2026-02-13 23:01:00,2998.58,education,Delhi,Delhi,web_mobile,web_mobile,23,1,711,2763.73,0,none
640aaaa2-507,U00820,2026-02-13 23:06:00,1879.23,travel,Chennai,Chennai,web_desktop,web_desktop,23,0,184,2082.68,0,none
9c555ed6-cd3,U01894,2026-02-13 23:14:00,1316.56,utilities,Kolkata,Kolkata,web_desktop,web_desktop,23,0,1110,1847.14,0,none
aa1f5804-99b,U01643,2026-02-13 23:21:00,2566.11,healthcare,Pune,Pune,pos_terminal,pos_terminal,23,1,775,1838.56,0,none
f69c93d4-e73,U01665,2026-02-13 23:23:00,1499.05,entertainment,Lucknow,Lucknow,web_desktop,web_desktop,23,0,1296,1356.42,0,none
05eac7df-c3e,U01154,2026-02-13 23:29:00,615.23,utilities,Lucknow,Lucknow,web_mobile,web_mobile,23,0,784,936.46,0,none
db5d1327-c5e,U00897,2026-02-13 23:36:00,69.79,travel,Kolkata,Kolkata,mobile_app,mobile_app,23,0,1696,76.7,0,none
19be32fd-501,U01623,2026-02-13 23:36:00,39.58,education,Bangalore,Bangalore,web_desktop,web_desktop,23,0,631,473.11,0,none
0d48b0a6-72d,U01228,2026-02-13 23:39:00,583.09,entertainment,Lucknow,Lucknow,mobile_app,mobile_app,23,1,1811,1255.93,0,none
34f4dfc0-d1f,U01605,2026-02-13 23:45:00,2745.28,utilities,Lucknow,Lucknow,web_mobile,web_mobile,23,1,1578,2083.39,0,none
55ebad04-b49,U00543,2026-02-13 23:48:00,332.71,education,Chennai,Chennai,mobile_app,mobile_app,23,0,546,464.0,0,none
ceac654f-2da,U01632,2026-02-13 23:53:00,1713.46,gaming,Bangalore,Bangalore,web_desktop,web_desktop,23,0,1070,1605.79,0,none
396db67e-205,U00265,2026-02-13 23:55:00,1600.88,education,Hyderabad,Hyderabad,web_desktop,web_desktop,23,0,1374,1430.42,0,none
6353db7e-e51,U01021,2026-02-13 23:59:00,2420.3,food_delivery,Delhi,Ahmedabad,web_mobile,web_mobile,23,0,142,1649.25,0,none
1b07ac89-afa,U00072,2026-02-14 00:04:00,1670.27,food_delivery,Chennai,Chennai,pos_terminal,pos_terminal,0,2,201,1676.56,0,none
d2fb6090-ffb,U00746,2026-02-14 00:06:00,2088.26,travel,Chennai,Chennai,web_desktop,web_desktop,0,2,662,1684.35,0,none
26340d4f-d8f,U01998,2026-02-14 00:23:00,399.66,travel,Pune,Ahmedabad,mobile_app,mobile_app,0,1,714,617.64,0,none
f15fe8b0-562,U01370,2026-02-14 00:37:00,3047.16,gaming,Kolkata,Kolkata,web_mobile,web_mobile,0,0,1197,2373.03,0,none
5fada14b-b98,U01920,2026-02-14 00:40:00,1012.86,education,Ahmedabad,Ahmedabad,pos_terminal,pos_terminal,0,1,1948,1623.24,0,none
6108061f-a27,U00303,2026-02-14 00:42:00,1207.58,healthcare,Ahmedabad,Ahmedabad,web_desktop,web_desktop,0,0,415,1032.52,0,none
fc58ef2e-973,U00263,2026-02-14 00:45:00,1826.7,grocery,Delhi,Delhi,pos_terminal,pos_terminal,0,1,504,3795.49,0,none
fd3e2161-608,U01835,2026-02-14 00:49:00,2198.93,healthcare,Ahmedabad,Ahmedabad,web_desktop,web_desktop,0,0,1282,2248.71,0,none
6e26cbbe-768,U00505,2026-02-14 01:00:00,52684.16,entertainment,Chennai,Chennai,pos_terminal,pos_terminal,1,1,1078,2240.13,1,amount_anomaly
fb0834f4-d53,U00492,2026-02-14 01:03:00,624.92,travel,Mumbai,Mumbai,mobile_app,mobile_app,1,0,819,1405.2,0,none
e1ad10b8-f12,U01653,2026-02-14 01:18:00,856.48,food_delivery,Jaipur,Jaipur,mobile_app,mobile_app,1,0,990,1772.62,0,none
0b26abd8-878,U01049,2026-02-14 01:27:00,423.08,food_delivery,Lucknow,Lucknow,web_mobile,web_mobile,1,1,1035,447.44,0,none
627631a4-dde,U00588,2026-02-14 01:31:00,774.38,grocery,Delhi,Delhi,mobile_app,mobile_app,1,0,1238,842.48,0,none
f6fb4ae2-6be,U00108,2026-02-14 01:51:00,907.86,fashion,Bangalore,Bangalore,web_mobile,web_mobile,1,0,1407,1299.85,0,none
d73c5257-6f4,U01484,2026-02-14 01:57:00,897.73,grocery,Jaipur,Jaipur,mobile_app,mobile_app,1,0,134,887.36,0,none
ddc7967b-3d5,U00484,2026-02-14 02:09:00,2789.01,electronics,Ahmedabad,Ahmedabad,web_desktop,web_desktop,2,1,1793,1514.17,0,none
20836851-1c7,U01637,2026-02-14 02:10:00,537.53,grocery,Delhi,Delhi,mobile_app,mobile_app,2,0,1654,475.68,0,none
5c695d4c-798,U01211,2026-02-14 02:15:00,2951.8,gaming,Kolkata,Kolkata,mobile_app,mobile_app,2,0,174,2396.75,0,none
9c836760-f46,U00038,2026-02-14 02:17:00,1018.46,food_delivery,Pune,Pune,mobile_app,mobile_app,2,0,108,1587.88,0,none
fbce2dea-970,U01625,2026-02-14 02:17:00,1311.21,fashion,Kolkata,Kolkata,mobile_app,mobile_app,2,0,1578,912.55,0,none
1968912a-31a,U00856,2026-02-14 02:43:00,1192.01,healthcare,Jaipur,Jaipur,web_mobile,web_mobile,2,0,1148,1497.7,0,none
c039a21b-b22,U01454,2026-02-14 02:51:00,159.76,entertainment,Lucknow,Lucknow,pos_terminal,pos_terminal,2,0,211,181.7,0,none
12610ab1-adc,U00797,2026-02-14 03:03:00,1471.49,utilities,Hyderabad,Hyderabad,pos_terminal,pos_terminal,3,0,1072,1904.16,0,none
55987728-114,U00781,2026-02-14 03:08:00,2521.64,fashion,Lucknow,Lucknow,web_mobile,web_mobile,3,1,1481,1765.81,0,none
4d49ed45-990,U00456,2026-02-14 03:13:00,1484.81,electronics,Bangalore,Bangalore,mobile_app,mobile_app,3,0,309,2688.46,0,none
4368c100-71a,U00125,2026-02-14 03:24:00,2914.85,gaming,Pune,Pune,web_desktop,mobile_app,3,1,203,716.66,1,device_anomaly
65db3de7-2d2,U01788,2026-02-14 03:30:00,2999.67,electronics,Bangalore,Bangalore,web_desktop,web_mobile,3,0,463,2212.09,0,none
bd3b99f9-bbc,U00528,2026-02-14 03:35:00,2656.37,education,Kolkata,Kolkata,web_mobile,web_mobile,3,0,1644,2074.74,0,none
69f3746a-40b,U00487,2026-02-14 03:47:00,1154.59,entertainment,Jaipur,Jaipur,web_desktop,web_desktop,3,1,437,1500.12,0,none
1e7ce232-cba,U00851,2026-02-14 03:55:00,1626.77,electronics,Ahmedabad,Ahmedabad,web_mobile,web_mobile,3,2,192,1898.61,0,none
d5a33640-d1c,U00226,2026-02-14 03:56:00,956.45,entertainment,Ahmedabad,Ahmedabad,web_desktop,web_desktop,3,0,208,1009.55,0,none
af581231-0a2,U01061,2026-02-14 04:00:00,508.72,utilities,Hyderabad,Hyderabad,pos_terminal,pos_terminal,4,0,190,587.11,0,none
3aca3d5b-a9f,U00380,2026-02-14 04:08:00,3500.29,travel,Pune,Pune,web_desktop,web_desktop,4,1,1145,3421.34,0,none
31f0ec07-a77,U00269,2026-02-14 04:23:00,2053.29,entertainment,Ahmedabad,Ahmedabad,web_mobile,web_mobile,4,0,1687,2739.43,0,none
f0cb816a-9d9,U01881,2026-02-14 04:24:00,4108.63,education,Delhi,Delhi,web_desktop,web_desktop,4,1,304,2912.16,0,none
372429a1-4bf,U00404,2026-02-14 04:27:00,1356.45,education,Jaipur,Jaipur,web_desktop,web_desktop,4,0,1954,1552.07,0,none
09b754f7-ab4,U00132,2026-02-14 04:28:00,2037.13,food_delivery,Mumbai,Mumbai,mobile_app,mobile_app,4,0,385,1856.13,0,none
e03cd9ed-6d1,U00658,2026-02-14 04:30:00,3929.81,education,Hyderabad,Hyderabad,mobile_app,mobile_app,4,0,1671,3302.63,0,none
316e8142-649,U01413,2026-02-14 04:35:00,1617.58,fashion,Mumbai,Mumbai,mobile_app,mobile_app,4,0,1817,1789.62,0,none
3544b4e6-4e9,U01239,2026-02-14 04:52:00,425.8,fashion,Lucknow,Lucknow,web_desktop,web_desktop,4,0,858,430.06,0,none
f96e25ff-f97,U01689,2026-02-14 04:59:00,627.57,food_delivery,Lucknow,Lucknow,pos_terminal,web_desktop,4,0,908,951.36,0,none
80c88387-7b7,U00389,2026-02-14 05:01:00,1529.42,food_delivery,Ahmedabad,Ahmedabad,mobile_app,mobile_app,5,0,1105,1079.93,0,none
